Şəhər,Model,Yeni,Mühərrik,Yürüş,Ötürücü,price,Sürətlər qutusu,Rəng,Qəzalı,url,Sahiblər,Marka,Vəziyyəti,Hansı bazar üçün yığılıb,Buraxılış ili,Yerlərin sayı,Ban növü
Bakı,Transit,Xeyr,2.2 L / 155 a.g. / Dizel,168 000 km,Arxa,34 400 AZN,Mexaniki (MT),Ağ,,https://turbo.az/autos/9476191-ford-transit,,Ford,"Vuruğu yoxdur, rənglənməyib",Avropa,2014,3,Furqon
Bakı,E 200 d,Xeyr,2.0 L / 150 a.g. / Dizel,333 000 km,Arxa,43 900 AZN,Avtomat (AT),Yaş Asfalt,,https://turbo.az/autos/9519302-mercedes-e-200-d,0,Mercedes,"Vuruğu yoxdur, rənglənməyib",Avropa,2017,5,Sedan
Bakı,Transit,Xeyr,2.4 L / 140 a.g. / Dizel,172 000 km,Arxa,36 400 AZN,Mexaniki (MT),Qırmızı,,https://turbo.az/autos/9399217-ford-transit,,Ford,"Vuruğu yoxdur, rənglənməyib",,2011,3,Yük maşını
Bakı,Grand Cherokee,Xeyr,2.0 L / 272 a.g. / Benzin,15 000 km,Tam,77 350 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9607937-jeep-grand-cherokee,0,Jeep,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2022,5,"Offroader / SUV, 5 qapı"
Bakı,Model 3,Xeyr,351 a.g. / Elektro,18 009 km,Tam,35 800 AZN,Avtomat (Reduktor),Ağ,,https://turbo.az/autos/9736288-tesla-model-3,0,Tesla,"Vuruğu yoxdur, rənglənməyib",Amerika,2023,5,Sedan
Bakı,Qiyuan Q07,Bəli,1.5 L / 224 a.g. / Plug-in Hibrid,0 km,Ön,≈ 39 899 AZN,Avtomat (Variator),Qara,,https://turbo.az/autos/9559042-changan-qiyuan-q07,0,Changan,"Vuruğu yoxdur, rənglənməyib",,2025,5,"Offroader / SUV, 5 qapı"
Culfa,LX,Xeyr,1.7 L / 113 a.g. / Benzin,63 000 km,Ön,10 500 AZN,Mexaniki (MT),Ağ,,https://turbo.az/autos/9741915-khazar-lx,,Khazar,"Vuruğu yoxdur, rənglənməyib",,2020,5,Sedan
Bakı,i7,Xeyr,544 a.g. / Elektro,33 500 km,Tam,≈ 178 500 AZN,Avtomat (Reduktor),Yaş Asfalt,,https://turbo.az/autos/9621960-bmw-i7,,BMW,"Vuruğu yoxdur, rənglənməyib",Avropa,2022,5,Sedan
Bakı,Transit,Xeyr,2.2 L / 155 a.g. / Dizel,138 000 km,Arxa,35 400 AZN,Mexaniki (MT),Ağ,,https://turbo.az/autos/9637036-ford-transit,,Ford,"Vuruğu yoxdur, rənglənməyib",Avropa,2015,3,Furqon
Bakı,Sprinter 315,Xeyr,2.2 L / 150 a.g. / Dizel,206 000 km,Arxa,31 400 AZN,Mexaniki (MT),Ağ,,https://turbo.az/autos/9459345-mercedes-sprinter-315,,Mercedes,"Vuruğu yoxdur, rənglənməyib",Avropa,2008,3,Furqon
Bakı,Elantra,Xeyr,2.0 L / 150 a.g. / Benzin,120 000 km,Ön,24 900 AZN,Avtomat (AT),Qırmızı,,https://turbo.az/autos/9261352-hyundai-elantra,1,Hyundai,"Vuruğu yoxdur, rənglənməyib",Avropa,2020,5,Sedan
Bakı,CS 55 Plus,Bəli,1.5 L / 217 a.g. / Plug-in Hibrid,0 km,Ön,29 800 AZN,Avtomat (Variator),Ağ,,https://turbo.az/autos/9710867-changan-cs-55-plus,0,Changan,"Vuruğu yoxdur, rənglənməyib",Çin,2025,5,"Offroader / SUV, 5 qapı"
Bakı,Sorento,Xeyr,2.0 L / 186 a.g. / Dizel,142 000 km,Ön,36 600 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9690439-kia-sorento,0,Kia,"Vuruğu yoxdur, rənglənməyib",Koreya,2015,5,"Offroader / SUV, 5 qapı"
Xaçmaz,2107,Xeyr,1.6 L / 77 a.g. / Benzin,125 000 km,Arxa,4 500 AZN,Mexaniki (MT),Ağ,,https://turbo.az/autos/9741911-lada-vaz-2107,,LADA (VAZ),"Vuruğu yoxdur, rənglənməyib",Rusiya,2007,5,Sedan
Bakı,Sonata,Xeyr,2.0 L / 205 a.g. / Hibrid,179 000 km,Ön,24 900 AZN,Avtomat (AT),Boz,,https://turbo.az/autos/9741909-hyundai-sonata,,Hyundai,"Vuruğu yoxdur, rənglənməyib",Koreya,2015,5,Sedan
Bakı,740,Xeyr,3.0 L / 326 a.g. / Benzin,190 500 km,Arxa,≈ 60 010 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9711137-bmw-740,,BMW,"Vuruğu yoxdur, rənglənməyib",,2017,5,Sedan
Bakı,E 200,Xeyr,2.0 L / 184 a.g. / Benzin,79 000 km,Arxa,54 000 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9741913-mercedes-e-200,,Mercedes,"Vuruğu yoxdur, rənglənməyib",Avropa,2019,5,Sedan
Bakı,B 180,Xeyr,1.7 L / 116 a.g. / Benzin,154 000 km,Ön,12 800 AZN,Avtomat (Variator),Ağ,,https://turbo.az/autos/9692819-mercedes-b-180,0,Mercedes,"Vuruğu yoxdur, rənglənməyib",Yaponiya,2010,5,"Hetçbek, 5 qapı"
Bakı,Transit,Xeyr,2.2 L / 155 a.g. / Dizel,123 000 km,Arxa,44 400 AZN,Mexaniki (MT),Ağ,,https://turbo.az/autos/8656438-ford-transit,,Ford,"Vuruğu yoxdur, rənglənməyib",,2016,3,Yük maşını
Bakı,Pajero,Xeyr,3.5 L / 202 a.g. / Benzin,309 000 km,Tam,26 000 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/8917404-mitsubishi-pajero,2,Mitsubishi,"Vuruğu yoxdur, rənglənməyib",,2010,7,"Offroader / SUV, 5 qapı"
Bakı,Sprinter 316,Xeyr,2.2 L / 163 a.g. / Dizel,222 000 km,Arxa,32 700 AZN,Mexaniki (MT),Boz,,https://turbo.az/autos/9736676-mercedes-sprinter-316,,Mercedes,"Vuruğu yoxdur, rənglənməyib",Avropa,2013,3,Furqon
Bakı,Destroyer 05,Bəli,1.5 L / 197 a.g. / Plug-in Hibrid,0 km,Ön,21 800 AZN,Avtomat (Variator),Ağ,,https://turbo.az/autos/9589455-byd-destroyer-05,,BYD,"Vuruğu yoxdur, rənglənməyib",Çin,2025,,Sedan
Bakı,Forester,Xeyr,2.0 L / 150 a.g. / Benzin,280 000 km,Tam,11 800 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9713794-subaru-forester,,Subaru,"Vuruğu yoxdur, rənglənməyib",,2008,5,"Offroader / SUV, 5 qapı"
Bakı,Land Cruiser Prado,Bəli,2.4 L / 281 a.g. / Benzin,0 km,Tam,≈ 124 950 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/8599093-toyota-land-cruiser-prado,,Toyota,"Vuruğu yoxdur, rənglənməyib",Avropa,2024,7,"Offroader / SUV, 5 qapı"
Bakı,Qiyuan Q07,Bəli,1.5 L / 224 a.g. / Plug-in Hibrid,0 km,Ön,40 000 AZN,Avtomat (Variator),Qara,,https://turbo.az/autos/9543678-changan-qiyuan-q07,0,Changan,"Vuruğu yoxdur, rənglənməyib",Çin,2025,5,"Offroader / SUV, 5 qapı"
Bakı,Forte,Xeyr,1.6 L / 140 a.g. / Benzin,239 215 km,Ön,19 700 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9724462-kia-forte,,Kia,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2012,5,Sedan
Bakı,11,Bəli,578 a.g. / Elektro,0 km,Tam,≈ 93 330 AZN,Avtomat (Reduktor),Mavi,,https://turbo.az/autos/8625040-avatr-11,,Avatr,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2024,,"Offroader / SUV, 5 qapı"
Sumqayıt,Transit Connect,Xeyr,2.2 L / 125 a.g. / Dizel,210 375 km,Ön,18 600 AZN,Mexaniki (MT),Ağ,,https://turbo.az/autos/9714865-ford-transit-connect,,Ford,"Vuruğu yoxdur, rənglənməyib",Avropa,2008,,Furqon
Bakı,Duster,Xeyr,2.0 L / 143 a.g. / Benzin,146 365 km,Tam,15 300 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9723640-renault-duster,0,Renault,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2015,5,"Offroader / SUV, 5 qapı"
Bakı,G 63 AMG,Xeyr,5.5 L / 571 a.g. / Benzin,85 000 km,Tam,≈ 147 390 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/8626436-mercedes-g-63-amg,,Mercedes,"Vuruğu yoxdur, rənglənməyib",,2015,,"Offroader / SUV, 5 qapı"
Bakı,Sorento,Xeyr,2.0 L / 185 a.g. / Dizel,96 000 km,Ön,41 900 AZN,Avtomat (AT),Göy,,https://turbo.az/autos/9585121-kia-sorento,1,Kia,"Vuruğu yoxdur, rənglənməyib",Koreya,2017,5,"Offroader / SUV, 5 qapı"
Bakı,Optima,Xeyr,2.0 L / 165 a.g. / Benzin,223 000 km,Ön,22 800 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9715723-kia-optima,,Kia,"Vuruğu yoxdur, rənglənib",Rəsmi diler,2012,5,Sedan
Şirvan,Atego 817,Xeyr,4.3 L / 170 a.g. / Dizel,894 230 km,Arxa,22 000 AZN,Mexaniki (MT),Ağ,,https://turbo.az/autos/9737237-mercedes-atego-817,0,Mercedes,"Vuruğu yoxdur, rənglənməyib",Avropa,2000,,Yük maşını
Bakı,ES 300h,Xeyr,2.5 L / 214 a.g. / Hibrid,700 km,Ön,≈ 101 830 AZN,Avtomat (Variator),Boz,,https://turbo.az/autos/8865818-lexus-es-300h,1,Lexus,"Vuruğu yoxdur, rənglənməyib",Avropa,2023,5,Sedan
Bakı,190,Xeyr,2.0 L / 122 a.g. / Benzin,544 000 km,Arxa,6 200 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9689864-mercedes-190,,Mercedes,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,1991,5,Sedan
Bakı,CS 55 Plus,Bəli,1.5 L / 217 a.g. / Plug-in Hibrid,0 km,Ön,29 800 AZN,Avtomat (Variator),Ağ,,https://turbo.az/autos/9710867-changan-cs-55-plus,0,Changan,"Vuruğu yoxdur, rənglənməyib",Çin,2025,5,"Offroader / SUV, 5 qapı"
Bakı,Sorento,Xeyr,2.0 L / 186 a.g. / Dizel,142 000 km,Ön,36 600 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9690439-kia-sorento,0,Kia,"Vuruğu yoxdur, rənglənməyib",Koreya,2015,5,"Offroader / SUV, 5 qapı"
Xaçmaz,2107,Xeyr,1.6 L / 77 a.g. / Benzin,125 000 km,Arxa,4 500 AZN,Mexaniki (MT),Ağ,,https://turbo.az/autos/9741911-lada-vaz-2107,,LADA (VAZ),"Vuruğu yoxdur, rənglənməyib",Rusiya,2007,5,Sedan
Bakı,Sonata,Xeyr,2.0 L / 205 a.g. / Hibrid,179 000 km,Ön,24 900 AZN,Avtomat (AT),Boz,,https://turbo.az/autos/9741909-hyundai-sonata,,Hyundai,"Vuruğu yoxdur, rənglənməyib",Koreya,2015,5,Sedan
Bakı,740,Xeyr,3.0 L / 326 a.g. / Benzin,190 500 km,Arxa,≈ 60 010 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9711137-bmw-740,,BMW,"Vuruğu yoxdur, rənglənməyib",,2017,5,Sedan
Bakı,E 200,Xeyr,2.0 L / 184 a.g. / Benzin,79 000 km,Arxa,54 000 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9741913-mercedes-e-200,,Mercedes,"Vuruğu yoxdur, rənglənməyib",Avropa,2019,5,Sedan
Bakı,B 180,Xeyr,1.7 L / 116 a.g. / Benzin,154 000 km,Ön,12 800 AZN,Avtomat (Variator),Ağ,,https://turbo.az/autos/9692819-mercedes-b-180,0,Mercedes,"Vuruğu yoxdur, rənglənməyib",Yaponiya,2010,5,"Hetçbek, 5 qapı"
Bakı,Transit,Xeyr,2.2 L / 155 a.g. / Dizel,123 000 km,Arxa,44 400 AZN,Mexaniki (MT),Ağ,,https://turbo.az/autos/8656438-ford-transit,,Ford,"Vuruğu yoxdur, rənglənməyib",,2016,3,Yük maşını
Bakı,Pajero,Xeyr,3.5 L / 202 a.g. / Benzin,309 000 km,Tam,26 000 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/8917404-mitsubishi-pajero,2,Mitsubishi,"Vuruğu yoxdur, rənglənməyib",,2010,7,"Offroader / SUV, 5 qapı"
Bakı,Sprinter 316,Xeyr,2.2 L / 163 a.g. / Dizel,222 000 km,Arxa,32 700 AZN,Mexaniki (MT),Boz,,https://turbo.az/autos/9736676-mercedes-sprinter-316,,Mercedes,"Vuruğu yoxdur, rənglənməyib",Avropa,2013,3,Furqon
Bakı,Destroyer 05,Bəli,1.5 L / 197 a.g. / Plug-in Hibrid,0 km,Ön,21 800 AZN,Avtomat (Variator),Ağ,,https://turbo.az/autos/9589455-byd-destroyer-05,,BYD,"Vuruğu yoxdur, rənglənməyib",Çin,2025,,Sedan
Bakı,Forester,Xeyr,2.0 L / 150 a.g. / Benzin,280 000 km,Tam,11 800 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9713794-subaru-forester,,Subaru,"Vuruğu yoxdur, rənglənməyib",,2008,5,"Offroader / SUV, 5 qapı"
Bakı,Cruze,Xeyr,1.4 L / 140 a.g. / Benzin,340 000 km,Ön,11 800 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9726359-chevrolet-cruze,,Chevrolet,"Vuruğu yoxdur, rənglənməyib",Amerika,2011,5,Sedan
Bakı,Tiida,Xeyr,1.8 L / 128 a.g. / Benzin,303 000 km,Ön,13 200 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9351831-nissan-tiida,0,Nissan,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2007,5,"Hetçbek, 5 qapı"
Bakı,Transit Connect,Xeyr,1.8 L / 110 a.g. / Dizel,214 000 km,Ön,14 400 AZN,Mexaniki (MT),Ağ,,https://turbo.az/autos/9524298-ford-transit-connect,,Ford,"Vuruğu yoxdur, rənglənməyib",Avropa,2010,2,Furqon
Masallı,Cruze,Xeyr,1.4 L / 140 a.g. / Benzin,304 155 km,Ön,11 700 AZN,Avtomat (AT),Gümüşü,,https://turbo.az/autos/9741910-chevrolet-cruze,,Chevrolet,"Vuruğu yoxdur, rənglənməyib",,2013,5,Sedan
Bakı,Fusion (North America),Xeyr,1.5 L / 181 a.g. / Benzin,124 895 km,Tam,19 000 AZN,Avtomat (AT),Tünd qırmızı,,https://turbo.az/autos/9654821-ford-fusion-north-america,0,Ford,"Vuruğu yoxdur, rənglənməyib",Amerika,2017,4,Sedan
Bakı,M6,Xeyr,4.4 L / 575 a.g. / Benzin,67 000 km,Arxa,99 900 AZN,Avtomat (Robot),Boz,,https://turbo.az/autos/7726484-bmw-m6,0,BMW,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2013,,Sedan
Bakı,Uni-Z,Bəli,1.5 L / 215 a.g. / Plug-in Hibrid,0 km,Ön,34 000 AZN,Avtomat (Variator),Qara,,https://turbo.az/autos/9702627-changan-uni-z,,Changan,"Vuruğu yoxdur, rənglənməyib",,2025,5,"Offroader / SUV, 5 qapı"
Bakı,Uni-Z,Bəli,1.5 L / 215 a.g. / Plug-in Hibrid,0 km,Ön,33 300 AZN,Avtomat (Variator),Yaş Asfalt,,https://turbo.az/autos/9707446-changan-uni-z,0,Changan,"Vuruğu yoxdur, rənglənməyib",,2025,5,"Offroader / SUV, 5 qapı"
Gəncə,2115,Xeyr,1.6 L / 82 a.g. / Benzin,300 000 km,Ön,8 200 AZN,Mexaniki (MT),Yaş Asfalt,,https://turbo.az/autos/9741908-lada-vaz-2115,,LADA (VAZ),"Vuruğu yoxdur, rənglənməyib",Rusiya,2009,5,Sedan
Bakı,Qiyuan A05,Xeyr,1.5 L / 190 a.g. / Plug-in Hibrid,22 000 km,Ön,22 800 AZN,Avtomat (Variator),Ağ,,https://turbo.az/autos/9699186-changan-qiyuan-a05,0,Changan,"Vuruğu yoxdur, rənglənməyib",Çin,2024,5,Sedan
Şəki,Niva,Xeyr,1.7 L / 83 a.g. / Benzin,29 000 km,Tam,16 300 AZN,Mexaniki (MT),Boz,,https://turbo.az/autos/9741905-lada-vaz-niva,,LADA (VAZ),"Vuruğu yoxdur, rənglənməyib",Rusiya,2022,5,"Offroader / SUV, 3 qapı"
Bakı,CX-5,Xeyr,2.0 L / 155 a.g. / Benzin,130 000 km,Ön,20 800 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9730500-mazda-cx-5,0,Mazda,"Vuruğu yoxdur, rənglənməyib",Amerika,2012,5,"Offroader / SUV, 5 qapı"
Bakı,i40,Xeyr,1.7 L / 136 a.g. / Dizel,238 700 km,Ön,17 900 AZN,Avtomat (Robot),Ağ,,https://turbo.az/autos/9566791-hyundai-i40,,Hyundai,"Vuruğu yoxdur, rənglənməyib",Koreya,2012,5,"Universal, 5 qapı"
Bakı,Qiyuan A05,Bəli,1.5 L / 215 a.g. / Plug-in Hibrid,0 km,Ön,26 500 AZN,Avtomat (Variator),Yaş Asfalt,,https://turbo.az/autos/9512477-changan-qiyuan-a05,,Changan,"Vuruğu yoxdur, rənglənməyib",,2025,5,Sedan
Bakı,Qiyuan Q05,Xeyr,1.5 L / 215 a.g. / Plug-in Hibrid,14 500 km,Ön,25 800 AZN,Avtomat (Variator),Yaş Asfalt,,https://turbo.az/autos/9736179-changan-qiyuan-q05,,Changan,"Vuruğu yoxdur, rənglənməyib",Çin,2023,5,"Offroader / SUV, 5 qapı"
Bakı,EQB 260,Bəli,190 a.g. / Elektro,0 km,Ön,≈ 49 300 AZN,Avtomat (Reduktor),Qara,,https://turbo.az/autos/9733557-mercedes-eqb-260,,Mercedes,"Vuruğu yoxdur, rənglənməyib",Çin,2024,5,"Offroader / SUV, 5 qapı"
Bakı,528,Xeyr,2.0 L / 245 a.g. / Benzin,186 000 km,Arxa,27 500 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9692586-bmw-528,0,BMW,"Vuruğu yoxdur, rənglənməyib",Amerika,2015,5,Sedan
Bakı,Corolla,Xeyr,1.4 L / 90 a.g. / Dizel,298 000 km,Ön,12 800 AZN,Mexaniki (MT),Yaş Asfalt,,https://turbo.az/autos/9725671-toyota-corolla,,Toyota,"Vuruğu yoxdur, rənglənib",Avropa,2005,5,"Hetçbek, 3 qapı"
Bakı,E 220,Xeyr,2.2 L / 170 a.g. / Dizel,311 500 km,Arxa,17 000 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9727633-mercedes-e-220,0,Mercedes,"Vuruğu yoxdur, rənglənməyib",Avropa,2007,5,"Universal, 5 qapı"
Bakı,Passat,Xeyr,2.0 L / 170 a.g. / Benzin,301 555 km,Ön,8 100 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9716804-volkswagen-passat,,Volkswagen,"Vuruğu yoxdur, rənglənməyib",Amerika,2006,5,Sedan
Bakı,530,Xeyr,2.0 L / 252 a.g. / Benzin,113 000 km,Arxa,≈ 49 300 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9661242-bmw-530,,BMW,"Vuruğu yoxdur, rənglənib",Amerika,2019,5,Sedan
Bakı,E 300,Xeyr,2.0 L / 258 a.g. / Benzin,175 800 km,Arxa,45 500 AZN,Avtomat (AT),Yaş Asfalt,,https://turbo.az/autos/9731665-mercedes-e-300,0,Mercedes,"Vuruğu yoxdur, rənglənməyib",Avropa,2017,5,Sedan
Bakı,Civic,Xeyr,1.3 L / 95 a.g. / Hibrid,298 000 km,Ön,9 800 AZN,Avtomat (Variator),Gümüşü,,https://turbo.az/autos/9726462-honda-civic,,Honda,"Vuruğu yoxdur, rənglənməyib",Amerika,2007,5,Sedan
Bakı,Tiida,Xeyr,1.8 L / 128 a.g. / Benzin,303 000 km,Ön,13 200 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9351831-nissan-tiida,0,Nissan,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2007,5,"Hetçbek, 5 qapı"
Bakı,Cruze,Xeyr,1.8 L / 141 a.g. / Benzin,440 200 km,Ön,9 900 AZN,Avtomat (AT),Göy,,https://turbo.az/autos/9553329-chevrolet-cruze,,Chevrolet,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2010,5,Sedan
Bakı,Vito 116,Xeyr,2.2 L / 163 a.g. / Dizel,332 500 km,Arxa,25 200 AZN,Mexaniki (MT),Gümüşü,,https://turbo.az/autos/9701553-mercedes-vito-116,,Mercedes,"Vuruğu yoxdur, rənglənməyib",Avropa,2011,8+,Minivan
Bakı,Tiida,Xeyr,1.5 L / 109 a.g. / Benzin,105 000 km,Ön,14 500 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9741920-nissan-tiida,,Nissan,"Vuruğu yoxdur, rənglənməyib",Yaponiya,2011,5,"Hetçbek, 5 qapı"
Bakı,Camry,Bəli,2.0 L / 197 a.g. / Hibrid,0 km,Ön,≈ 58 990 AZN,Avtomat (Variator),Ağ,,https://turbo.az/autos/9599032-toyota-camry,,Toyota,"Vuruğu yoxdur, rənglənməyib",,2025,5,Sedan
Bakı,328,Xeyr,2.0 L / 249 a.g. / Dizel,392 000 km,Arxa,22 500 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9608201-bmw-328,0,BMW,"Vuruğu yoxdur, rənglənməyib",Amerika,2013,,Sedan
Bakı,Tucson,Xeyr,2.0 L / 150 a.g. / Benzin,18 208 km,Tam,47 800 AZN,Avtomat (AT),Yaş Asfalt,,https://turbo.az/autos/9721875-hyundai-tucson,,Hyundai,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2023,5,"Offroader / SUV, 5 qapı"
Bakı,Elantra,Xeyr,1.8 L / 148 a.g. / Benzin,280 000 km,Ön,17 300 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9734054-hyundai-elantra,,Hyundai,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2012,5,Sedan
Bakı,S 350,Xeyr,3.5 L / 306 a.g. / Benzin,180 000 km,Arxa,37 000 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9741919-mercedes-s-350,,Mercedes,"Vuruğu yoxdur, rənglənməyib",Yaponiya,2010,5,Sedan
Bakı,Qiyuan Q07,Bəli,1.5 L / 224 a.g. / Plug-in Hibrid,0 km,Ön,46 700 AZN,Avtomat (Variator),Qara,,https://turbo.az/autos/9503128-changan-qiyuan-q07,,Changan,"Vuruğu yoxdur, rənglənməyib",Çin,2025,5,"Offroader / SUV, 5 qapı"
Bakı,Elantra,Xeyr,1.8 L / 150 a.g. / Benzin,154 151 km,Ön,20 500 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9736802-hyundai-elantra,,Hyundai,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2014,5,Sedan
Bakı,2106,Xeyr,1.6 L / 75 a.g. / Benzin,18 844 km,Arxa,3 350 AZN,Mexaniki (MT),Ağ,,https://turbo.az/autos/9704992-lada-vaz-2106,0,LADA (VAZ),"Vuruğu yoxdur, rənglənməyib",,1988,5,Sedan
Bakı,9X,Bəli,2.0 L / 898 a.g. / Plug-in Hibrid,0 km,Tam,≈ 113 560 AZN,Avtomat (Variator),Qara,,https://turbo.az/autos/9741629-zeekr-9x,,ZEEKR,"Vuruğu yoxdur, rənglənməyib",Çin,2025,6,"Offroader / SUV, 5 qapı"
Bakı,Prius,Xeyr,1.5 L / 76 a.g. / Hibrid,265 805 km,Ön,8 900 AZN,Avtomat (Variator),Yaş Asfalt,,https://turbo.az/autos/9711184-toyota-prius,0,Toyota,"Vuruğu yoxdur, rənglənməyib",Amerika,2008,5,Liftbek
Bakı,ES 350,Xeyr,3.5 L / 277 a.g. / Benzin,277 000 km,Ön,14 700 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9741914-lexus-es-350,,Lexus,"Vuruğu yoxdur, rənglənməyib",,2006,5,Sedan
Bakı,LX 500d,Xeyr,3.3 L / 299 a.g. / Dizel,68 800 km,Tam,222 222 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9414224-lexus-lx-500d,1,Lexus,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2022,7,"Offroader / SUV, 5 qapı"
Bakı,Elantra,Xeyr,1.6 L / 128 a.g. / Benzin,48 000 km,Ön,28 800 AZN,Avtomat (AT),Yaş Asfalt,,https://turbo.az/autos/9738648-hyundai-elantra,,Hyundai,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2022,5,Sedan
Bakı,Micra,Xeyr,1.2 L / 80 a.g. / Benzin,194 000 km,Ön,11 500 AZN,Avtomat (Variator),Ağ,,https://turbo.az/autos/9741752-nissan-micra,0,Nissan,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2011,5,"Hetçbek, 5 qapı"
Bakı,Sunny,Xeyr,1.3 L / 87 a.g. / Benzin,450 000 km,Ön,5 000 AZN,Mexaniki (MT),Boz,,https://turbo.az/autos/9721778-nissan-sunny,,Nissan,"Vuruğu yoxdur, rənglənməyib",Yaponiya,2007,5,Sedan
Bakı,T1,Bəli,1.5 L / 181 a.g. / Benzin,0 km,Ön,48 800 AZN,Avtomat (Robot),Bej,,https://turbo.az/autos/9594645-jetour-t1,,JETOUR,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2025,5,"Offroader / SUV, 5 qapı"
Bakı,Transit,Xeyr,2.4 L / 140 a.g. / Dizel,221 000 km,Ön,22 400 AZN,Mexaniki (MT),Ağ,,https://turbo.az/autos/9307509-ford-transit,,Ford,"Vuruğu yoxdur, rənglənməyib",,2011,3,Furqon
Bakı,Qiyuan Q05,Bəli,1.5 L / 215 a.g. / Plug-in Hibrid,0 km,Ön,≈ 29 750 AZN,Avtomat (Variator),Yaş Asfalt,,https://turbo.az/autos/9412218-changan-qiyuan-q05,0,Changan,"Vuruğu yoxdur, rənglənməyib",,2025,5,"Offroader / SUV, 5 qapı"
Bakı,T1,Bəli,1.5 L / 181 a.g. / Benzin,0 km,Ön,48 800 AZN,Avtomat (Robot),Ağ,,https://turbo.az/autos/9594641-jetour-t1,,JETOUR,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2025,5,"Offroader / SUV, 5 qapı"
Bakı,C 180,Xeyr,1.8 L / 122 a.g. / Benzin,235 580 km,Arxa,7 500 AZN,Avtomat (AT),Göy,,https://turbo.az/autos/9711195-mercedes-c-180,,Mercedes,"Vuruğu yoxdur, rənglənib",,1995,5,Sedan
Bakı,Transit,Xeyr,2.4 L / 140 a.g. / Dizel,158 000 km,Arxa,37 400 AZN,Mexaniki (MT),Ağ,,https://turbo.az/autos/9523529-ford-transit,,Ford,"Vuruğu yoxdur, rənglənməyib",Avropa,2008,3,Furqon
Bakı,Tiger VH,Bəli,3.8 L / 141 a.g. / Dizel,0 km,Arxa,46 500 AZN,Mexaniki (MT),Ağ,,https://turbo.az/autos/5931276-faw-tiger-vh,,FAW,"Vuruğu yoxdur, rənglənməyib",,2024,,Yük maşını
Bakı,Superb,Bəli,2.0 L / 190 a.g. / Benzin,0 km,Ön,79 900 AZN,Avtomat (Robot),Qara,,https://turbo.az/autos/9528258-skoda-superb,,Skoda,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2025,5,Liftbek
Bakı,XC90,Bəli,2.0 L / 455 a.g. / Plug-in Hibrid,0 km,Tam,≈ 166 144 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9157169-volvo-xc90,,Volvo,"Vuruğu yoxdur, rənglənməyib",Avropa,2025,,"Offroader / SUV, 5 qapı"
